filename,complete,dname_f,alg_f,k_or_tol_f,mtype_f,perm_mode_f,omp_threads_f,run_id,alg,mtype,k,tol,dname,dfile,perm_mode,tensor_shape,time_transform_matrix,time_data_to_pystarm,compression_ratio,time_compress_ttm_total,time_slicewise_svd,time_slicewise_svdvals,time_thresholds,time_slicewise_svdks,time_reconstruct_matmul,time_reconstruct_ttm_total,absolute_err,relative_err,norm_original,norm_reconstructed
ncep-air-6_tsvdmii_0.01_dct_012345_8_run1,True,ncep-air-6,tsvdmii,0.01,dct,012345,8,run1,tsvdmii,dct,None,0.01,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",0.003358710033353418,1.5910016372799873e-05,1015.1187057917222,13.309795421955641,,13.864637534017675,1.8811345100402832,0.77489893801976,1.4144117130199447,11.571332593099214,121644.73385737216,0.009999802591586004,12164713.527417632,12164105.30061814
ncep-air-6_tsvdmii_0.01_eye_012345_16_run1,True,ncep-air-6,tsvdmii,0.01,eye,012345,16,run1,tsvdmii,eye,None,0.01,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",6.763031706213951e-06,7.769092917442322e-05,23.01210290872531,,,7.716400706907734,1.9035995409358293,12.772115479921922,8.84589310712181,,121647.00949902248,0.009999989660478265,12164713.527634239,12164105.277860781
ncep-air-6_tsvdmii_0.01_eye_012345_32_run1,True,ncep-air-6,tsvdmii,0.01,eye,012345,32,run1,tsvdmii,eye,None,0.01,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",6.5229833126068115e-06,7.855193689465523e-05,23.01210290872531,,,5.420644199941307,1.853478454053402,6.750288637122139,10.970136957941577,,121647.00949902245,0.00999998966060738,12164713.527477171,12164105.277860768
ncep-air-6_tsvdmii_0.025_dct_012345_16_run1,True,ncep-air-6,tsvdmii,0.025,dct,012345,16,run1,tsvdmii,dct,None,0.025,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",0.003336906956974417,1.5869969502091408e-05,1496031.1926605504,7.986959568923339,,7.534771717968397,1.9407615359523334,0.01782412501052022,1.293176167004276,4.788734580040909,284763.2778508356,0.0234089588056428,12164713.527634239,12161380.064835977
ncep-air-6_tsvdmii_0.025_dct_012345_32_run1,True,ncep-air-6,tsvdmii,0.025,dct,012345,32,run1,tsvdmii,dct,None,0.025,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",0.0034256179933436215,1.694302773103118e-05,1496031.1926605504,7.841695680050179,,3.915558982989751,1.8908957520034164,0.01951339398510754,2.3774467319599353,3.1925868899561465,284763.2778508356,0.023408958805945047,12164713.527477171,12161380.064835913
ncep-air-6_tsvdmii_0.025_dct_012345_64_run1,True,ncep-air-6,tsvdmii,0.025,dct,012345,64,run1,tsvdmii,dct,None,0.025,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",0.003114872146397829,1.1313008144497871e-05,1496031.1926605504,6.095243175281212,,2.015227642841637,1.9550508030224591,0.018777377903461456,3.2701905260328203,2.4828121352475137,284763.2778508356,0.02340895880585354,12164713.527524725,12161380.064835923
ncep-air-6_tsvdmii_0.025_dct_012345_8_run1,True,ncep-air-6,tsvdmii,0.025,dct,012345,8,run1,tsvdmii,dct,None,0.025,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",0.003419005952309817,1.7393031157553196e-05,1496031.1926605504,13.309989187982865,,13.883329141011927,1.9101445190026425,0.018372479011304677,0.8369975970126688,12.010029863973614,284763.2778508344,0.023408958806059525,12164713.527417632,12161380.064835962
ncep-air-6_tsvdmii_0.025_eye_012345_16_run1,True,ncep-air-6,tsvdmii,0.025,eye,012345,16,run1,tsvdmii,eye,None,0.025,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",5.09992241859436e-06,6.798189133405685e-05,48.244675142434936,,,7.721814723918214,1.8408651628997177,9.88339719409123,3.121651388006285,,302993.9487346547,0.024907610692709848,12164713.527634239,12160939.514397336
ncep-air-6_tsvdmii_0.025_eye_012345_32_run1,True,ncep-air-6,tsvdmii,0.025,eye,012345,32,run1,tsvdmii,eye,None,0.025,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",4.47896309196949e-06,6.812205538153648e-05,48.244675142434936,,,5.2948071111459285,1.9144279148895293,5.570272724144161,3.9683648261707276,,302993.948734655,0.024907610693031473,12164713.527477171,12160939.51439734
ncep-air-6_tsvdmii_0.050_dct_012345_16_run1,True,ncep-air-6,tsvdmii,0.050,dct,012345,16,run1,tsvdmii,dct,None,0.05,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",0.0034633399918675423,1.6622012481093407e-05,2992062.3853211007,8.173940022068564,,7.691467690980062,1.9410339769674465,0.016331530001480132,1.3646756450179964,4.621392973000184,393778.13006724976,0.032370522262831346,12164713.527634239,12158338.45515422
ncep-air-6_tsvdmii_0.050_dct_012345_32_run1,True,ncep-air-6,tsvdmii,0.050,dct,012345,32,run1,tsvdmii,dct,None,0.05,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",0.0033229300170205534,2.3886037524789572e-05,2992062.3853211007,9.025880426052026,,3.9518937889952213,1.8889342130278237,0.015781714988406748,1.8153697869856842,3.5660203939769417,393778.1300672503,0.032370522263249345,12164713.527477171,12158338.455154235
ncep-air-6_tsvdmii_0.050_dct_012345_64_run1,True,ncep-air-6,tsvdmii,0.050,dct,012345,64,run1,tsvdmii,dct,None,0.05,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",0.0031250719912350178,1.192302443087101e-05,2992062.3853211007,6.190656691091135,,2.4800315499305725,1.881958147045225,0.0172634101472795,3.070093751884997,3.2514978307299316,393778.1300672502,0.0323705222631228,12164713.527524725,12158338.455154205
ncep-air-6_tsvdmii_0.050_dct_012345_8_run1,True,ncep-air-6,tsvdmii,0.050,dct,012345,8,run1,tsvdmii,dct,None,0.05,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",0.003354731947183609,1.6000005416572094e-05,2992062.3853211007,14.638742138980888,,13.955313766025938,1.8759243430104107,0.016316009045112878,1.0387842580094002,11.79374763002852,393778.1300672497,0.03237052226340774,12164713.527417632,12158338.455154285
ncep-air-6_tsvdmii_0.050_eye_012345_16_run1,True,ncep-air-6,tsvdmii,0.050,eye,012345,16,run1,tsvdmii,eye,None,0.05,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",5.570007488131523e-06,7.92541541159153e-05,48.36555295644606,,,7.643668651115149,1.848475187085569,10.604740467155352,3.4069482779596,,607732.4062367248,0.04995862868913075,12164713.527634239,12149523.304566724
ncep-air-6_tsvdmii_0.050_eye_012345_32_run1,True,ncep-air-6,tsvdmii,0.050,eye,012345,32,run1,tsvdmii,eye,None,0.05,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",5.7818833738565445e-06,7.258006371557713e-05,48.36555295644606,,,5.567024261225015,1.8513734391890466,5.514893918065354,3.9533453800249845,,607732.406236737,0.04995862868977681,12164713.527477171,12149523.304566732
ncep-air-6_tsvdmii_0.1_dct_012345_16_run1,True,ncep-air-6,tsvdmii,0.1,dct,012345,16,run1,tsvdmii,dct,None,0.1,ncep-air-6,/global/cfs/cdirs/m4293/taufique/NCEP-NCAR/pressure,"(0, 1, 2, 3, 4, 5)","(73, 144, 17, 4, 365, 10)",0.0031085689552128315,1.8314982298761606e-05,3989416.5137614678,8.606146262958646,,7.654394240002148,1.8884142000460997,0.015896034019533545,1.5300842289580032,4.595863016904332,480139.08223730105,0.03946982237983513,12164713.527634239,12155234.332067821
