filename,complete,dname_f,alg_f,k_or_tol_f,mtype_f,perm_mode_f,omp_threads_f,alg,mtype,k,tol,dname,dfile,perm_mode,tensor_shape,time_transform_matrix,time_data_to_pystarm,compression_ratio,time_compress_ttm_total,time_slicewise_svd,time_slicewise_svdvals,time_thresholds,time_slicewise_svdks,time_reconstruct_matmul,time_reconstruct_ttm_total,absolute_err,relative_err,norm_original,norm_reconstructed
traffic_tsvdmii_0.25_hosvd_0123_64,True,traffic,tsvdmii,0.25,hosvd,0123,64,tsvdmii,hosvd,None,0.25,traffic,data/traffic.bin,"(0, 1, 2, 3)","(120, 160, 3, 120)",0.5790719640208408,3.082910552620888e-05,93.88498003314227,0.06385634501930326,,0.012741971993818879,0.00393636105582118,0.009197687031701207,0.01256537192966789,0.011700022965669632,85218.93896736573,0.24935353835223292,341759.493490671,330964.1730342975
traffic_tsvdmii_0.25_hosvd_0321_64,True,traffic,tsvdmii,0.25,hosvd,0321,64,tsvdmii,hosvd,None,0.25,traffic,data/traffic.bin,"(0, 3, 2, 1)","(120, 120, 3, 160)",0.5451421439647675,1.8915976397693157e-05,102.4303497332543,0.0880610520252958,,0.012040449888445437,0.007381765986792743,0.010418711928650737,0.011181834968738258,0.013386197038926184,84849.76518139272,0.2482733231921438,341759.493490671,331059.0109627925
traffic_tsvdmii_0.5_dct_0123_64,True,traffic,tsvdmii,0.5,dct,0123,64,tsvdmii,dct,None,0.5,traffic,data/traffic.bin,"(0, 1, 2, 3)","(120, 160, 3, 120)",0.0005368450656533241,8.99704173207283e-06,12298.932384341637,0.03183575486764312,,0.009931682026945055,0.003643366042524576,0.0016249839682132006,0.0039887819439172745,0.010550315957516432,83929.19721358526,0.2455797097436776,341759.493490671,331293.58769237145
traffic_tsvdmii_0.5_dct_0321_64,True,traffic,tsvdmii,0.5,dct,0321,64,tsvdmii,dct,None,0.5,traffic,data/traffic.bin,"(0, 3, 2, 1)","(120, 120, 3, 160)",0.0007032169960439205,9.68901440501213e-06,14340.248962655602,0.04403654800262302,,0.012465981068089604,0.004902043961919844,0.002256482024677098,0.006806837976910174,0.012393911834806204,95529.45326450605,0.2795224568271246,341759.493490671,328136.6711447907
traffic_tsvdmii_0.5_eye_0123_64,False,traffic,tsvdmii,0.5,eye,0123,64,tsvdmii,eye,None,0.5,traffic,data/traffic.bin,"(0, 1, 2, 3)","(120, 160, 3, 120)",1.9939616322517395e-06,3.990705590695143e-05,90.10206874975559,,,0.04156748205423355,0.0033128390787169337,0.010603328002616763,0.00868438696488738,,,,,
traffic_tsvdmii_0.5_eye_0321_64,False,traffic,tsvdmii,0.5,eye,0321,64,tsvdmii,eye,None,0.5,traffic,data/traffic.bin,"(0, 3, 2, 1)","(120, 120, 3, 160)",2.2939639165997505e-06,4.016701132059097e-05,91.33916536723314,,,0.03341967205051333,0.004833441926166415,0.00827794405631721,0.011946069076657295,,,,,
traffic_tsvdmii_0.5_hosvd_0123_64,True,traffic,tsvdmii,0.5,hosvd,0123,64,tsvdmii,hosvd,None,0.5,traffic,data/traffic.bin,"(0, 1, 2, 3)","(120, 160, 3, 120)",0.62494459701702,2.385699190199375e-05,296.3598164901599,0.0472881430760026,,0.021165146958082914,0.003950909012928605,0.00574750395026058,0.01022316503804177,0.010970897041261196,169839.7056093584,0.4969568039636462,341759.493490671,296570.439844443
traffic_tsvdmii_0.5_hosvd_0321_64,True,traffic,tsvdmii,0.5,hosvd,0321,64,tsvdmii,hosvd,None,0.5,traffic,data/traffic.bin,"(0, 3, 2, 1)","(120, 120, 3, 160)",0.5266491790534928,2.389692235738039e-05,243.05506716365426,0.04795889195520431,,0.013325088075362146,0.005795737961307168,0.006714650080539286,0.01110395509749651,0.013159879948943853,169362.626740473,0.49556085482990714,341759.493490671,296843.1438564264
,,,,,,,,hosvd,,,0.0001,traffic,../data/traffic.bin,0123,"(120, 160, 3, 120)",,,127.035,,,,,,,,6.10933e-10,1.78761e-15,341759,341759
,,,,,,,,hosvd,,,0.001,traffic,../data/traffic.bin,0123,"(120, 160, 3, 120)",,,127.035,,,,,,,,6.10933e-10,1.78761e-15,341759,341759
,,,,,,,,hosvd,,,0.01,traffic,../data/traffic.bin,0123,"(120, 160, 3, 120)",,,130.984,,,,,,,,2722.98,0.00796754,341759,341749
,,,,,,,,hosvd,,,0.025,traffic,../data/traffic.bin,0123,"(120, 160, 3, 120)",,,144.572,,,,,,,,7237.82,0.0211781,341759,341683
,,,,,,,,hosvd,,,0.05,traffic,../data/traffic.bin,0123,"(120, 160, 3, 120)",,,176.475,,,,,,,,16090.4,0.0470812,341759,341381
,,,,,,,,hosvd,,,0.1,traffic,../data/traffic.bin,0123,"(120, 160, 3, 120)",,,277.735,,,,,,,,29919.3,0.087545,341759,340447
,,,,,,,,hosvd,,,0.25,traffic,../data/traffic.bin,0123,"(120, 160, 3, 120)",,,1692.46,,,,,,,,74692.2,0.218552,341759,333498
,,,,,,,,hosvd,,,0.5,traffic,../data/traffic.bin,0123,"(120, 160, 3, 120)",,,17108.9,,,,,,,,85908.8,0.251372,341759,330786
,,,,,,,,hosvd,,,0.0001,traffic,../data/traffic.bin,0321,"(120, 120, 3, 160)",,,127.035,,,,,,,,6.01401e-10,1.75972e-15,341759,341759
,,,,,,,,hosvd,,,0.001,traffic,../data/traffic.bin,0321,"(120, 120, 3, 160)",,,127.035,,,,,,,,6.01401e-10,1.75972e-15,341759,341759
,,,,,,,,hosvd,,,0.01,traffic,../data/traffic.bin,0321,"(120, 120, 3, 160)",,,130.984,,,,,,,,2722.98,0.00796753,341759,341749
,,,,,,,,hosvd,,,0.025,traffic,../data/traffic.bin,0321,"(120, 120, 3, 160)",,,144.21,,,,,,,,7088.07,0.0207399,341759,341686
,,,,,,,,hosvd,,,0.05,traffic,../data/traffic.bin,0321,"(120, 120, 3, 160)",,,176.656,,,,,,,,16049.6,0.0469617,341759,341382
,,,,,,,,hosvd,,,0.1,traffic,../data/traffic.bin,0321,"(120, 120, 3, 160)",,,279.985,,,,,,,,29864.5,0.0873844,341759,340452
,,,,,,,,hosvd,,,0.25,traffic,../data/traffic.bin,0321,"(120, 120, 3, 160)",,,1896.82,,,,,,,,74660.8,0.21846,341759,333505
,,,,,,,,hosvd,,,0.5,traffic,../data/traffic.bin,0321,"(120, 120, 3, 160)",,,17108.9,,,,,,,,85908.8,0.251372,341759,330786
