filename,complete,dname_f,alg_f,k_or_tol_f,mtype_f,perm_mode_f,omp_threads_f,run_id,alg,mtype,k,tol,dname,dfile,perm_mode,tensor_shape,time_transform_matrix,time_data_to_pystarm,compression_ratio,time_compress_ttm_total,time_slicewise_svd,time_slicewise_svdvals,time_thresholds,time_slicewise_svdks,time_reconstruct_matmul,time_reconstruct_ttm_total,absolute_err,relative_err,norm_original,norm_reconstructed
cfd_tsvdmii_0.05_dct_01234_32_run1,True,cfd,tsvdmii,0.05,dct,01234,32,run1,tsvdmii,dct,None,0.05,cfd,/lus/flare/projects/DFTCalc2/starM-HPC/starMData/cfd,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.002003969973884523,9.730923920869827e-06,5.400976454760175,0.27686403994448483,,0.5693595600314438,0.13004292000550777,1.6572029220405966,1.233031140989624,0.23486780014354736,214.32610342301132,0.049999511863816244,4286.563916999264,4281.2024637839095
cfd_tsvdmii_0.05_dct_01234_32_run2,True,cfd,tsvdmii,0.05,dct,01234,32,run2,tsvdmii,dct,None,0.05,cfd,/lus/flare/projects/DFTCalc2/starM-HPC/starMData/cfd,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0020379889756441116,1.1850032024085522e-05,5.400976454760175,0.2717525908956304,,0.568768389057368,0.12701544200535864,1.6425275780493394,1.2369122740346938,0.2300411390606314,214.32610342301132,0.049999511863816244,4286.563916999264,4281.2024637839095
cfd_tsvdmii_0.05_dct_01234_32_run3,True,cfd,tsvdmii,0.05,dct,01234,32,run3,tsvdmii,dct,None,0.05,cfd,/lus/flare/projects/DFTCalc2/starM-HPC/starMData/cfd,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0020015659974887967,1.2144912034273148e-05,5.400976454760175,0.2730910020181909,,0.5686005189782009,0.12559173093177378,1.6430635619908571,1.2296819450566545,0.2291532668750733,214.32610342301132,0.049999511863816244,4286.563916999264,4281.2024637839095
cfd_tsvdmii_0.05_dct_01234_4_run1,True,cfd,tsvdmii,0.05,dct,01234,4,run1,tsvdmii,dct,None,0.05,cfd,/lus/flare/projects/DFTCalc2/starM-HPC/starMData/cfd,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.001046983990818262,1.071905717253685e-05,5.400976454760175,1.5987363640451804,,4.476728004054166,0.12702741695102304,10.483360231970437,1.1517461729235947,1.53372968302574,214.32610342301248,0.049999511863810756,4286.563916999758,4281.202463783896
cfd_tsvdmii_0.05_dct_01234_4_run2,True,cfd,tsvdmii,0.05,dct,01234,4,run2,tsvdmii,dct,None,0.05,cfd,/lus/flare/projects/DFTCalc2/starM-HPC/starMData/cfd,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0011874660849571228,1.012696884572506e-05,5.400976454760175,1.5994967459701002,,4.478245354024693,0.12696293997578323,10.488146072020754,1.1536027160473168,1.52949319279287,214.32610342301248,0.049999511863810756,4286.563916999758,4281.202463783896
cfd_tsvdmii_0.05_dct_01234_4_run3,True,cfd,tsvdmii,0.05,dct,01234,4,run3,tsvdmii,dct,None,0.05,cfd,/lus/flare/projects/DFTCalc2/starM-HPC/starMData/cfd,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.001993158017285168,9.556068107485771e-06,5.400976454760175,1.600572258932516,,4.476450804038905,0.12614263489376754,10.299218396074139,1.1537299799965695,1.5383944810600951,214.32610342301248,0.049999511863810756,4286.563916999758,4281.202463783896
cfd_tsvdmii_0.05_dct_01234_64_run1,True,cfd,tsvdmii,0.05,dct,01234,64,run1,tsvdmii,dct,None,0.05,cfd,/lus/flare/projects/DFTCalc2/starM-HPC/starMData/cfd,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0020239859586581588,1.0326970368623734e-05,5.400976454760175,0.2272821479709819,,0.3364902409957722,0.1296619309578091,1.108212796971202,1.6915843499591574,0.20141710294410586,214.32610342301135,0.04999951186381734,4286.56391699917,4281.202463783908
cfd_tsvdmii_0.05_dct_01234_64_run2,True,cfd,tsvdmii,0.05,dct,01234,64,run2,tsvdmii,dct,None,0.05,cfd,/lus/flare/projects/DFTCalc2/starM-HPC/starMData/cfd,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0010938789928331971,1.1962023563683033e-05,5.400976454760175,0.22280705405864865,,0.3306016979040578,0.1274048910709098,1.1821156640071422,1.7177734230645,0.20899281313177198,214.32610342301135,0.04999951186381734,4286.56391699917,4281.202463783908
cfd_tsvdmii_0.05_dct_01234_64_run3,True,cfd,tsvdmii,0.05,dct,01234,64,run3,tsvdmii,dct,None,0.05,cfd,/lus/flare/projects/DFTCalc2/starM-HPC/starMData/cfd,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0011075249640271068,1.0451069101691246e-05,5.400976454760175,0.22358515486121178,,0.32901510898955166,0.12788833305239677,1.1147682319860905,1.6777715409407392,0.2077466460177675,214.32610342301135,0.04999951186381734,4286.56391699917,4281.202463783908
cfd_tsvdmii_0.05_dct_01234_8_run1,True,cfd,tsvdmii,0.05,dct,01234,8,run1,tsvdmii,dct,None,0.05,cfd,/lus/flare/projects/DFTCalc2/starM-HPC/starMData/cfd,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.002014808007515967,1.1718017049133778e-05,5.400976454760175,0.7800527679501101,,2.2404155139811337,0.12722903408575803,5.330500566982664,1.0580242520663887,0.7222745320759714,214.32610342301103,0.049999511863813476,4286.563916999496,4281.202463783913
